object_kind,schema_name,object_name,parent_object,column_name,normalized_signature,source_database,dependency_kind
"COLUMN","public","board_contents.moddepartno","board_contents","moddepartno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.modpositionname","board_contents","modpositionname","character varying(100)|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.modpositionno","board_contents","modpositionno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.modusername","board_contents","modusername","character varying(100)|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.moduserno","board_contents","moduserno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.note","board_contents","note","character varying|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.orderno","board_contents","orderno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.other","board_contents","other","text|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.persontype","board_contents","persontype","character varying(1000)|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.private","board_contents","private","boolean|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.purpose","board_contents","purpose","character varying|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.recommendedcount","board_contents","recommendedcount","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.regdate","board_contents","regdate","timestamp without time zone|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.regdepartno","board_contents","regdepartno","integer|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.regpositionno","board_contents","regpositionno","integer|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.reguserno","board_contents","reguserno","integer|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.replycount","board_contents","replycount","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.rootid","board_contents","rootid","bigint|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.standard","board_contents","standard","character varying(1000)|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.startdate","board_contents","startdate","timestamp without time zone|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.title","board_contents","title","character varying(200)|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.titleeffect","board_contents","titleeffect","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.type","board_contents","type","character varying(1000)|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.viewedcount","board_contents","viewedcount","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.viewmode","board_contents","viewmode","integer|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.visitcompletedate","board_contents","visitcompletedate","timestamp without time zone|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contents.visitdate","board_contents","visitdate","timestamp without time zone|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contentsetting.boardno","board_contentsetting","boardno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contentsetting.contentsetting","board_contentsetting","contentsetting","character varying|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_contentsetting.contentsettingno","board_contentsetting","contentsettingno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_departallowaccess.allowaccessno","board_departallowaccess","allowaccessno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_departallowaccess.allowvalue","board_departallowaccess","allowvalue","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_departallowaccess.departno","board_departallowaccess","departno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_departallowaccess.itemno","board_departallowaccess","itemno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_departallowaccess.itemtype","board_departallowaccess","itemtype","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_departallowaccess.moddate","board_departallowaccess","moddate","timestamp without time zone|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_departallowaccess.moduserno","board_departallowaccess","moduserno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_departallowaccess.regdate","board_departallowaccess","regdate","timestamp without time zone|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_departallowaccess.reguserno","board_departallowaccess","reguserno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_files.contentno","board_files","contentno","bigint|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_files.fileno","board_files","fileno","bigint|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_files.name","board_files","name","character varying(260)|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_files.size","board_files","size","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_files.sort","board_files","sort","integer|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_files.url","board_files","url","character varying|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_folders.enabled","board_folders","enabled","boolean|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_folders.folderno","board_folders","folderno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_folders.levelrand","board_folders","levelrand","character varying|nullable=1","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_folders.moddate","board_folders","moddate","timestamp without time zone|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_folders.moduserno","board_folders","moduserno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_folders.name","board_folders","name","character varying(4000)|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_folders.parentno","board_folders","parentno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_folders.sortno","board_folders","sortno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_folders.spectype","board_folders","spectype","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_heads.boardno","board_heads","boardno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_heads.enabled","board_heads","enabled","boolean|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_heads.headno","board_heads","headno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_heads.moddate","board_heads","moddate","timestamp without time zone|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_heads.moduserno","board_heads","moduserno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_heads.name","board_heads","name","character varying(100)|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_heads.sortno","board_heads","sortno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_historyfolder.folderno","board_historyfolder","folderno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_historyfolder.historyfolderno","board_historyfolder","historyfolderno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_historyfolder.isopen","board_historyfolder","isopen","boolean|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_historyfolder.userno","board_historyfolder","userno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_iosdevices.deviceid","board_iosdevices","deviceid","character varying(2000)|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_iosdevices.deviceno","board_iosdevices","deviceno","bigint|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_iosdevices.notificationoptions","board_iosdevices","notificationoptions","character varying(1000)|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_iosdevices.osversion","board_iosdevices","osversion","character varying(100)|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_iosdevices.regdate","board_iosdevices","regdate","timestamp(3) without time zone|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_iosdevices.timezoneoffset","board_iosdevices","timezoneoffset","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_iosdevices.userno","board_iosdevices","userno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_managers.auth","board_managers","auth","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_managers.boardno","board_managers","boardno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_managers.userno","board_managers","userno","integer|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_menu.dts_insert","board_menu","dts_insert","timestamp without time zone|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
"COLUMN","public","board_menu.dts_update","board_menu","dts_update","timestamp without time zone|nullable=0","PostgreSQL:crewcloud_company_bootstrap_test","TABLE"
